sen_ID,sentence,attribute,sub_attr,attr_class,# attributes,sent_class_og,sent_class
1733,We shared the piglet risotto which we were told it was a customer favorite.,food,,1,,4,2
1734,The dish was well-prepared and flavorful - just not to my taste.,food,,1,,2,1
1735,I usually don't comment on this aspect of a meal but the presentation was lovely.,food,,1,,4,2
1736,The chocolate tart had a shortbread crust and a flowing caramel interior.,food,,1,,3,2
1737,"I am giving this restaurant only four stars , not because of the food but the service.",service,,3,,1,0
1738,The server was super slow and never came to fill my water !!!!!!,service,,3,,0,0
1739,The noodles were home made and well that's a big seller for me.,food,,1,,3,2
1740,We started off by sitting in the back room with the doors opened on a beautiful evening.,ambiance,,0,,3,2
1741,"With that being said our server may have been overwhelmed with   The amount of big tables in the back but we would order our drinks and he would be back from 20-30 minutes and bring other things and we would repeatedly ask where are drinks were and he would say "" don't worry we are working on it."" Luckily our friends were are pretty relaxed and having a great time or they would have noticed more.",service,,3,,1,0
1742,Both were great.,general,,5,,4,2
1743,Everyone ordered salads and loved them.,food,,1,,4,2
1744,"We had reservations and granted it was a snowstorm and I am sure People had canceled, we had on spot service !",service,,3,,4,2
1745,We arrived and our table was ready for us right away.,service,,3,,4,2
1746,We ordered the pita puff appetizer and it was amazing.,food,,1,,4,2
1747,He was rather rude.,service,,3,,0,0
1748,Doesn't offer to clean it up.,service,,3,,0,0
1749,The waiter seemed confused so my brother in law repeated it twice.,service,,3,,1,0
1750,"He said it was the worst filet he has had and would rather go to Hyde park, Red, Flemmings, and Morton's !",food,,1,,0,0
1751,It is a shame that the area is taking so long to clean up.,location,,2,,0,0
1752,I cannot believe people want to live in this area !,location,,2,,0,0
1753,Most amazing dinner ever.,food,,1,,4,2
1754,I got the lobster and my husband for a big fat juicy delicious steak.,food,,1,,3,2
1755,"they came through more than any other restaurant, for example, on small details like scraping crumbs off the table.",service,,3,,4,2
1756,"If I were given an opportunity to eat at E again for FREE, I would not take it.",food,,1,,0,0
1757,"I have been to other ""pimped restaurants,"" that were WAY more interesting.",ambiance,,0,,1,0
1758, WTF.,general,,5,,0,0
1759, One of my two mussels was SPOILED.,food,,1,,0,0
1760,"""This stuff""  --   Everything so SALT.",food,,1,,0,0
1761, Everything so GREASY.,food,,1,,0,0
1762," Those f'ing TWEEZERS they used throughout the entire ""presentation.""  Imagine  imagine watching smoeone play ""operation"" for 2 hours, but with food!",ambiance,,0,,0,0
1763," Come on, you gotta visualize it.",ambiance,,0,,2,1
1764," When I eat food, the price DOES NOT INFLUENCE MY TASTE FOR WHAT I'M EATING!",price,,4,,2,1
1765," I don't care if it's $1.00, or free, or $200.",price,,4,,2,1
1766," Food is food, and it's prepared either bad, mediocre, good, great, out-of-this-world...",food,,1,,2,1
1767," If you are a snob, this concept won't even make sense to you, so ignore.",ambiance,,0,,3,2
1768,"  At E, they keep telling you these dumb stories that are SUPPOSED to sound so rustic, romantic, and ???",ambiance,,0,,1,0
1769," Like, before you get this little bite-of-a-sandwich, that you could easily (and have!) made in your own studio apartment, when you were like 18 years old, they say, ""Oh!",food,,1,,1,0
1770,"Mothers in Spain make this traditional sandwich and pack it in their childrens' lunchboxes when they send them off to school.""  I think this story (dream) is supposed to appeal to the older mom with empty-nest syndrome.",service,,3,,2,1
C1,Price good will come back,price,,4,,3,2
C2,"Highly overpriced menu, beware!!",,,4,,1,0
C3,"We got a discount, yay!!",,,4,,4,2
C4,"Prices are reasonable, great for a small group",,,4,,4,2
C5,I care for a value meal so this place is a good fit,,,4,,3,2
C6,"The menu is on the costly side, watch out",,,4,,1,0
C7,I would recommened this place for a really cheap value meal with no-frills ,,,4,,3,2
C8,"This place delivers what it promises, reasonable rates and many coupons",,,4,,3,2
C9,Location is scary and has history of street crime,,,2,,1,0
C10,"Worst parking situation ever, no garage in next 10 miles",,,2,,0,0
C11,"Horrible location, far away from the city center and no Uber for 30 mins",,,2,,0,0
C12,Bad choice of location for a coffee shop,,,2,,1,0
C13,"Feel free to walk, bike or park in the parking lot across the street.",,,2,,3,2
C14," A tip here- they make really weak drinks, so if you're driving great, but otherwise, you're going to suck them down fast, and spend a lot more than you normally would.",,,4,,2,1
C15,"If you go here, grab a few beers and sit outside for the great view and atmosphere.",,,0,,4,2
C16,They had live music so steal my heart.,,,0,,4,2
C17,Not a big fan of the seating arrangements or the decor/atmosphere on the inside and haven't had a chance to sit outside because of the crowds ,,,0,,1,0
C18,This full service restauraunt has nothing on the menu over $10 and everything is wonderful including some of the best rice and beans in the valley.,,,4,,4,2
C19,We are lucky enough that this is our neighborhood spot...it feels like half the people in there are regulars every time we go.,,,2,,4,2
C20,This place is so close to my nursing school that I'm here almost weekly and whenever I'm craving a delicious smoothie or acai bowl.,,,2,,4,2
C21, Our bill was $46 for two meals and two apps.,,,4,,2,1
C22,10 dollars for a capuccino! Do you think we are crazy,,,4,,0,0
C23,"Sides were extra, $2 for regular fries and $3 for Greek.",,,4,,2,1
C24,I would have left a generous tip if you did not charge me for the extra puff,,,4,,1,0
C25,"Ver expensive, big hole in my pocket!!",,,4,,0,0
C26,"Quite close to my school, great location",,,2,,4,2
C27,"Lovely shopping arcade next to the restaurant, always fun to go",,,2,,3,2
C28,Not worth it!! Can't pay $20 for a side,,,4,,1,0
C29,Expensive desserts,,,4,,1,0
